Renderer,Driver,MSAA,width,height,FPS,seconds,core_temp,core_temp_fahrenheit,core_vddc,core_load,gpu_power,core_clock,mem_clock,sys_mem_load,proc_mem_load,gpu_mem_load
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,71,291.6,0.0,32.0,0.805,0.0,0.0,400.0,2400.0,10,169119744,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,293.7,72.0,161.6,0.000,99.0,0.0,1350.0,8000.0,10,169119744,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,293.7,0.0,32.0,0.820,0.0,0.0,400.0,2400.0,10,169119744,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,295.7,72.0,161.6,0.000,99.0,0.0,1402.0,8000.0,10,169119744,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,295.7,0.0,32.0,1.110,0.0,0.0,400.0,2400.0,10,169119744,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,297.8,72.0,161.6,0.000,99.0,0.0,1387.0,8000.0,10,169127936,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,297.8,0.0,32.0,0.844,0.0,0.0,400.0,2400.0,10,169127936,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,299.8,72.0,161.6,0.000,99.0,0.0,1342.0,8000.0,10,169189376,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,299.8,0.0,32.0,1.175,0.0,0.0,400.0,2400.0,10,169189376,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,301.8,72.0,161.6,0.000,99.0,0.0,1410.0,8000.0,10,169193472,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,301.8,0.0,32.0,0.825,0.0,0.0,400.0,2400.0,10,169193472,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,303.9,72.0,161.6,0.000,99.0,0.0,1372.0,8000.0,10,169193472,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,303.9,0.0,32.0,0.789,0.0,0.0,400.0,2400.0,10,169193472,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,305.9,72.0,161.6,0.000,98.0,0.0,1387.0,8000.0,10,169193472,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,305.9,0.0,32.0,1.115,0.0,0.0,400.0,2400.0,10,169193472,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,307.9,72.0,161.6,0.000,99.0,0.0,1417.0,8000.0,10,169193472,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,307.9,0.0,32.0,0.825,0.0,0.0,400.0,2400.0,10,169193472,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,310.0,72.0,161.6,0.000,99.0,0.0,1372.0,8000.0,10,169193472,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,310.0,0.0,32.0,1.135,0.0,0.0,400.0,2400.0,10,169193472,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,312.0,72.0,161.6,0.000,99.0,0.0,1372.0,8000.0,10,169193472,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,312.0,0.0,32.0,1.170,0.0,0.0,400.0,2400.0,10,169193472,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,314.1,72.0,161.6,0.000,99.0,0.0,1410.0,8000.0,10,169193472,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,314.1,0.0,32.0,0.805,0.0,0.0,400.0,2400.0,10,169193472,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,316.1,72.0,161.6,0.000,99.0,0.0,1365.0,8000.0,10,169193472,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,316.1,0.0,32.0,0.844,0.0,0.0,400.0,2400.0,10,169193472,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,318.2,72.0,161.6,0.000,99.0,0.0,1395.0,8000.0,10,169201664,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,318.2,0.0,32.0,0.825,0.0,0.0,400.0,2400.0,10,169201664,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,320.2,72.0,161.6,0.000,99.0,0.0,1417.0,8000.0,10,169201664,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,320.2,0.0,32.0,0.810,0.0,0.0,400.0,2400.0,10,169201664,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,322.3,72.0,161.6,0.000,99.0,0.0,1350.0,8000.0,10,169201664,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,322.3,0.0,32.0,1.135,0.0,0.0,400.0,2400.0,10,169201664,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",0,1280,1024,0,0.0,63.0,145.4,0.000,0.0,0.0,1395.0,8000.0,10,40099840,-1
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",0,1280,1024,0,0.0,0.0,32.0,1.074,0.0,0.0,400.0,2400.0,10,40099840,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,1.3,68.0,154.4,0.000,99.0,0.0,1102.0,8000.0,10,171188224,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,1.3,0.0,32.0,1.055,0.0,0.0,2268.0,2400.0,10,171188224,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,3.4,70.0,158.0,0.000,94.0,0.0,1125.0,8000.0,10,173297664,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,3.4,0.0,32.0,1.040,0.0,0.0,400.0,2400.0,10,173297664,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,5.4,71.0,159.8,0.000,99.0,0.0,1350.0,7000.0,10,172937216,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,5.4,0.0,32.0,0.940,100.0,0.0,200.0,2400.0,10,172937216,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,7.4,71.0,159.8,0.000,99.0,0.0,1057.0,8000.0,10,168460288,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,7.4,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168460288,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,9.5,72.0,161.6,0.000,99.0,0.0,1372.0,7000.0,10,167927808,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,9.5,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,167927808,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,11.5,72.0,161.6,0.000,99.0,0.0,1350.0,7000.0,10,167936000,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,11.5,0.0,32.0,0.945,0.0,0.0,200.0,2400.0,10,167936000,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,56,13.6,72.0,161.6,0.000,99.0,0.0,1335.0,7000.0,10,167968768,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,56,13.6,0.0,32.0,0.945,0.0,0.0,200.0,2400.0,10,167968768,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,15.6,72.0,161.6,0.000,99.0,0.0,1222.0,7000.0,10,167972864,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,15.6,0.0,32.0,0.930,0.0,0.0,200.0,2400.0,10,167972864,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,17.7,73.0,163.4,0.000,99.0,0.0,1312.0,7000.0,10,168177664,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,17.7,0.0,32.0,0.945,0.0,0.0,200.0,2400.0,10,168177664,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,19.7,73.0,163.4,0.000,99.0,0.0,1140.0,8000.0,10,168181760,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,19.7,0.0,32.0,0.940,0.0,0.0,200.0,2400.0,10,168181760,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,56,21.8,73.0,163.4,0.000,99.0,0.0,1350.0,7000.0,10,168185856,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,56,21.8,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168185856,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,59,23.8,74.0,165.2,0.000,99.0,0.0,1267.0,7000.0,10,168189952,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,59,23.8,0.0,32.0,0.940,0.0,0.0,200.0,2400.0,10,168189952,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,25.9,74.0,165.2,0.000,99.0,0.0,1357.0,7000.0,10,168198144,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,25.9,0.0,32.0,0.945,0.0,0.0,200.0,2400.0,10,168198144,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,57,27.9,74.0,165.2,0.000,99.0,0.0,1372.0,7000.0,10,168202240,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,28.8,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168267776,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,65,30.8,74.0,165.2,0.000,99.0,0.0,1365.0,7000.0,10,168255488,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,65,30.8,0.0,32.0,0.950,0.0,0.0,200.0,2400.0,10,168255488,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,59,32.9,75.0,167.0,0.000,99.0,0.0,1290.0,7000.0,10,168259584,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,59,32.9,0.0,32.0,0.935,15.0,0.0,200.0,2400.0,10,168259584,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,34.9,75.0,167.0,0.000,99.0,0.0,1350.0,7000.0,10,168263680,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,34.9,0.0,32.0,0.924,59.0,0.0,200.0,2400.0,10,168263680,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,57,37.0,75.0,167.0,0.000,99.0,0.0,1147.0,8000.0,10,168267776,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,57,37.0,0.0,32.0,0.930,0.0,0.0,200.0,2400.0,10,168267776,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,39.0,75.0,167.0,0.000,99.0,0.0,1282.0,7000.0,10,168271872,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,39.0,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168271872,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,41.1,75.0,167.0,0.000,99.0,0.0,1132.0,8000.0,10,168296448,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,41.1,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168296448,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,43.1,75.0,167.0,0.000,99.0,0.0,1350.0,7000.0,10,168304640,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,43.1,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168304640,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,45.2,75.0,167.0,0.000,99.0,0.0,1095.0,8000.0,10,168308736,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,45.2,0.0,32.0,0.940,0.0,0.0,200.0,2400.0,10,168308736,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,47.2,75.0,167.0,0.000,99.0,0.0,1185.0,8000.0,10,168312832,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,47.2,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168312832,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,65,49.3,76.0,168.8,0.000,98.0,0.0,1335.0,7000.0,10,168321024,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,65,49.3,0.0,32.0,0.940,49.0,0.0,200.0,2400.0,10,168321024,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,51.3,76.0,168.8,0.000,99.0,0.0,1335.0,7000.0,10,168325120,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,51.3,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168325120,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,53.4,76.0,168.8,0.000,99.0,0.0,1350.0,7000.0,10,168329216,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,53.4,0.0,32.0,0.935,16.0,0.0,200.0,2400.0,10,168329216,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,55.4,76.0,168.8,0.000,99.0,0.0,1327.0,7000.0,10,168333312,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,61,55.4,0.0,32.0,0.930,0.0,0.0,200.0,2400.0,10,168333312,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,57.5,76.0,168.8,0.000,99.0,0.0,1365.0,7000.0,10,168243200,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,57.5,0.0,32.0,0.924,10.0,0.0,200.0,2400.0,10,168243200,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,65,59.5,76.0,168.8,0.000,99.0,0.0,1335.0,7000.0,10,168247296,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,65,59.5,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168247296,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,61.6,76.0,168.8,0.000,97.0,0.0,1275.0,7000.0,10,168251392,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,61.6,0.0,32.0,0.940,0.0,0.0,200.0,2400.0,10,168251392,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,63.6,76.0,168.8,0.000,99.0,0.0,1320.0,7000.0,10,168255488,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,63.6,0.0,32.0,0.935,49.0,0.0,200.0,2400.0,10,168255488,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,57,65.7,77.0,170.6,0.000,99.0,0.0,1365.0,7000.0,10,168263680,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,57,65.7,0.0,32.0,0.930,0.0,0.0,200.0,2400.0,10,168263680,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,63,67.7,77.0,170.6,0.000,99.0,0.0,1297.0,7000.0,10,168267776,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,63,67.7,0.0,32.0,0.940,0.0,0.0,200.0,2400.0,10,168267776,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,69.8,77.0,170.6,0.000,99.0,0.0,1357.0,7000.0,10,168271872,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,69.8,0.0,32.0,0.935,0.0,0.0,200.0,2400.0,10,168271872,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,71.8,77.0,170.6,0.000,96.0,0.0,1342.0,7000.0,10,168275968,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,71.8,0.0,32.0,0.890,58.0,0.0,200.0,2400.0,10,168275968,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,73.9,76.0,168.8,0.000,99.0,0.0,1282.0,7000.0,10,168280064,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,73.9,0.0,32.0,0.875,0.0,0.0,200.0,2400.0,10,168280064,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,75.9,76.0,168.8,0.000,99.0,0.0,1125.0,8000.0,10,168288256,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,75.9,0.0,32.0,0.865,0.0,0.0,200.0,2400.0,10,168288256,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,77.9,76.0,168.8,0.000,99.0,0.0,1335.0,7000.0,10,168292352,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,77.9,0.0,32.0,0.849,0.0,0.0,200.0,2400.0,10,168292352,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,80.0,76.0,168.8,0.000,99.0,0.0,1282.0,7000.0,10,168296448,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,80.0,0.0,32.0,0.840,0.0,0.0,200.0,2400.0,10,168296448,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,64,82.1,76.0,168.8,0.000,99.0,0.0,1260.0,7000.0,10,168304640,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,64,82.1,0.0,32.0,0.835,0.0,0.0,200.0,2400.0,10,168304640,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,84.1,76.0,168.8,0.000,93.0,0.0,1320.0,7000.0,10,168308736,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,84.1,0.0,32.0,0.825,0.0,0.0,200.0,2400.0,10,168308736,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,86.2,76.0,168.8,0.000,99.0,0.0,1335.0,7000.0,10,168312832,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,58,86.2,0.0,32.0,0.825,0.0,0.0,200.0,2400.0,10,168312832,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,65,88.2,75.0,167.0,0.000,99.0,0.0,1185.0,7000.0,10,168316928,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,65,88.2,0.0,32.0,0.820,0.0,0.0,200.0,2400.0,10,168316928,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,90.3,75.0,167.0,0.000,99.0,0.0,1327.0,7000.0,10,168325120,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,90.3,0.0,32.0,0.820,0.0,0.0,200.0,2400.0,10,168325120,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,92.3,75.0,167.0,0.000,99.0,0.0,1320.0,7000.0,10,168329216,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,60,92.3,0.0,32.0,0.815,0.0,0.0,200.0,2400.0,10,168329216,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,94.3,75.0,167.0,0.000,99.0,0.0,1372.0,7000.0,10,168333312,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,94.3,0.0,32.0,0.815,0.0,0.0,200.0,2400.0,10,168333312,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,57,96.4,75.0,167.0,0.000,99.0,0.0,1072.0,8000.0,10,168345600,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,57,96.4,0.0,32.0,0.810,0.0,0.0,200.0,2400.0,10,168345600,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,98.5,75.0,167.0,0.000,99.0,0.0,1342.0,7000.0,10,168349696,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,62,98.5,0.0,32.0,0.815,3.0,0.0,200.0,2400.0,10,168349696,-1
