Renderer,Driver,MSAA,width,height,FPS,seconds,core_temp,core_temp_fahrenheit,core_vddc,core_load,gpu_power,core_clock,mem_clock,sys_mem_load,proc_mem_load,gpu_mem_load
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,2.0,10.0,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,2.0,10.0,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,2.0,8.6,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,13.0,10.2,315.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,6.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,10.0,10.0,315.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,4.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,3.0,10.0,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,4.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,6.0,10.3,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,4.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,9.0,10.1,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,5.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,2.0,10.1,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,4.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,2.0,10.0,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,2.0,10.0,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,6.0,10.0,315.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,2.0,10.0,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,5.0,10.1,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,4.0,10.2,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,3.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,2.0,10.1,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,4.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,8.0,10.1,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,4.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,7.0,10.1,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,9.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,13.0,9.1,300.0,405.0,20,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,20,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,12.0,8.8,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,37.0,98.6,0.000,5.0,10.0,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,39.0,102.2,0.000,11.0,15.5,1410.0,7000.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,39.0,102.2,0.000,1.0,15.5,1410.0,7000.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,3.0,10.4,420.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,10.0,10.3,315.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,11.0,10.2,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,1227.0,3003.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,12.0,10.4,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,6.0,0.0,696.0,810.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,13.0,10.4,315.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,4.0,0.0,240.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,13.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,5.0,0.0,240.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,5.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,5.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,6.0,10.2,315.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,4.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,4.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,9.0,10.1,315.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,2.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,6.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,13.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,6.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,5.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,8.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,7.0,10.0,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,4.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,4.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.0,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.0,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,4.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,8.0,10.4,315.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,4.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,39.0,102.2,0.000,12.0,15.5,1410.0,7000.0,19,39657472,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,39657472,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,39.0,102.2,0.000,1.0,15.5,1410.0,7000.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,12.0,0.0,1227.0,3003.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,39.0,102.2,0.000,2.0,10.7,420.0,810.0,19,43405312,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,43.0,109.4,0.000,1.0,0.0,1227.0,3003.0,19,43405312,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,1.0,10.1,420.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,1227.0,3003.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,38.0,100.4,0.000,2.0,10.1,315.0,405.0,19,43405312,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,43.0,109.4,0.000,1.0,0.0,1227.0,3003.0,19,43405312,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,315.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,44.0,111.2,0.000,0.0,0.0,1227.0,3003.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,43413504,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,44.0,111.2,0.000,1.0,0.0,1227.0,3003.0,19,43413504,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,1227.0,3003.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,43413504,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,44.0,111.2,0.000,1.0,0.0,1227.0,3003.0,19,43413504,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,696.0,810.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,43413504,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,43.0,109.4,0.000,2.0,0.0,696.0,810.0,19,43413504,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,43.0,109.4,0.000,0.0,0.0,696.0,810.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,43413504,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,42.0,107.6,0.000,5.0,0.0,189.0,405.0,19,43413504,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,1.0,0.0,189.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,43413504,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,43413504,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,38.0,100.4,0.000,4.0,10.0,300.0,405.0,19,43417600,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,43417600,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,43417600,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,43417600,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.1,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,38.0,100.4,0.000,4.0,10.0,300.0,405.0,19,43417600,-1
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1280,1024,0,0.0,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,43417600,-1
"NVIDIA GeForce RTX 2070","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,38.0,100.4,0.000,4.0,10.0,300.0,405.0,19,80515072,1133
"NVIDIA GeForce GT 1030","R471.41 (r471_34) / 30.0.14.7141 (7-12-2021)",0,1904,1041,160,5.8,42.0,107.6,0.000,0.0,0.0,139.0,405.0,19,80515072,-1
